Frequency of Total,Dollars In This PC,Purpose Code,Conner Estimate,Jamie Estimate,Final Estimate,Spider Estimate,Score,Score w/o PC,,
2.50E-06,"$9,897.50",RADIO BUY/ MEDIA COMMISSION,,,,,,,,
2.50E-06,"$10,200.00",RADIO MEDIA BUY - 'GASTOS Y EMPLEOS' & 'SPENDING & JOBS' 10/28/2010,,,,,,,,
2.50E-06,"$95,248.28",TELEVISION ADVERTISING & PRODUCTION OF 'FANCY',,,,,,,,
2.50E-06,"$247,167.00",RADIO MEDIA BUY - REAL - PLAN - DISSEMINATED 10/28/2016,,,,,,,,
2.50E-06,"$45,000.00",TELEVISION COMMERCIAL PRODUCTION,,,,,,,,
2.50E-06,"$109,934.00",RADIO MEDIA BUY - PREPARED - DISSEMINATED 8/20/2016,,,,,,,,
2.50E-06,"$8,419.25",TELEVISION MEDIA AIRTIME,,,,,,,,
2.50E-06,"$75,933.50",RADIO MEDIA BUY - ENDORSED - DISSEMINATED 8/19/2016,,,,,,,,
2.50E-06,"$24,860.80",RADIO MEDIA BUY - CRABTREE/GULLESON RESPONSE,,,,,,,,
2.50E-06,"$72,250.00",RADIO MEDIA BUY - 'RECORD DE ENERGIA' & 'ENERGY VOTE' 10/28/2010,,,,,,,,
2.50E-06,"$34,000.00",RADIO MEDIA BUY - 'ENERGY VOTE' 10/28/2010,,,,,,,,
2.50E-06,"$746,664.44",TELEVISION MEDIA BUY - PROMISE,,,,,,,,
2.50E-06,"$100,000.00",RADIO MEDIA BUY - 'DANGEROUS' 10/26/2010,,,,,,,,
2.50E-06,"$280,813.59",RADIO MEDIA - LOOPHOLE,,,,,,,,
2.50E-06,"$280,813.59",RADIO MEDIA - COMMUNITY,,,,,,,,
2.50E-06,"$67,759.90",RADIO MEDIA - 'COMMUNITY',,,,,,,,
2.50E-06,"$5,000.00",RADIO INTERVIEWS,,,,,,,,
2.50E-06,"$2,960.00",RADIO ENERGY INDEPENDENCE PRODUCTION,,,,,,,,
2.50E-06,"$1,061,967.00",TELEVISION MEDIA BUY - 'ONE IN 8',,,,,,,,
2.50E-06,"$746,664.44",TELEVISION MEDIA BUY - 'PROMISE',,,,,,,,
2.50E-06,"$339,757.47",TELEVISION ADVERTISING & PRODUCTION OF 'CYNTHIA',,,,,,,,
2.50E-06,"$40,000.00",TELEVISION PRODUCTION AND AIRTIME,,,,,,,,
2.50E-06,"$35,317.51",RADIO AIR TIME PURCHASE,,,,,,,,
2.50E-06,"$1,062.50",TELEVISION PRODUCTION AND FILM  COSTS,,,,,,,,
2.50E-06,"$120,000.00",TELEVISION PRODUCTION AND MEDIA BUY - DISAPPOINTMENT,,,,,,,,
2.50E-06,"$202,090.00",TELEVISION PRODUCTION AND MEDIA BUY - DOOR,,,,,,,,
2.50E-06,"$490,000.00",TELEVISION PRODUCTION AND MEDIA BUY - ENOUGH,,,,,,,,
2.50E-06,"$420,680.00",TELEVISION PRODUCTION AND MEDIA BUY - FACT IS,,,,,,,,
2.50E-06,"$35,000.00",RADIO AIRTIME-JOE HECK,,,,,,,,
2.50E-06,"$75,000.00",RADIO AIRTIME-JIM MATHESON,,,,,,,,
2.50E-06,"$94,000.00",RADIO AIRTIME-DENNY REHBERG,,,,,,,,
2.50E-06,"$40,000.00",RADIO AIRTIME-DEAN HELLER,,,,,,,,
2.50E-06,"$310,000.00",TELEVISION PRODUCTION AND MEDIA BUY - FAILURE,,,,,,,,
2.50E-06,"$32,000.00",RADIO AIRTIME-BRETT GUTHRIE,,,,,,,,
2.50E-06,"$49,867.00",RADIO AIRTIME AND PRODUCTION COSTS; CAMPAIGN CONSULTANTS,,,,,,,,
2.50E-06,"$9,230.00",TELEVISION ADVERTISEMENTS PRODUCTION,,,,,,,,
2.50E-06,"$82,000.00",RADIO AIRTIME -DEAN HELLER,,,,,,,,
2.50E-06,"$500,000.00",TELEVISION PRODUCTION AND MEDIA BUY - FAR ENOUGH,,,,,,,,
2.50E-06,"$100,000.00",RADIO AIRTIME (MA),,,,,,,,
2.50E-06,"$102,910.00",TELEVISION PRODUCTION AND MEDIA BUY - FAST PACE,,,,,,,,
2.50E-06,"$621,711.50",TELEVISION PRODUCTION AND MEDIA BUY - HERE,,,,,,,,
2.50E-06,"$1,250,000.00",TELEVISION PRODUCTION AND MEDIA BUY - IMAGINE,,,,,,,,
2.50E-06,"$320,000.00",TELEVISION PRODUCTION AND MEDIA BUY - JOB KILLER,,,,,,,,
2.50E-06,"$10,000.00",RADIO AIRTIME-JOHN BARASSO,,,,,,,,
2.50E-06,"$76,000.00",RADIO AIRTIME-NAN HAYWORTH,,,,,,,,
2.50E-06,"$50,245.00",RADIO AIRTIME-TOM LATHAM,,,,,,,,
2.50E-06,"$390,000.00",TELEVISION PRODUCTION AND MEDIA BUY - BROKEN TRUST,,,,,,,,
2.50E-06,"$873,920.00",TELEVISION ADVERTISING & PRODUCTION OF 'CINDY',,,,,,,,
2.50E-06,"$100,000.00",RADIO AND DIGITIAL ADVERTISING,,,,,,,,
2.50E-06,"$99,656.88",TELEVISION ADVERTISING & PRODUCTION OF 'BICKERING',,,,,,,,
2.50E-06,"$72,385.00",RADIO AND DIGITAL PLACEMENT AND PRODUCTION,,,,,,,,
2.50E-06,"$2,274.00",RADIO AND CABLE ADVERTISING,,,,,,,,
2.50E-06,"$247,325.00",RADIO AND CABLE AD BUY,,,,,,,,
2.50E-06,"$65,000.00",TELEVISION ADVERTISING & PRODUCTION,,,,,,,,
2.50E-06,"$4,395.00",TELEVISION ADVERTISEMENTS/IOWA,,,,,,,,
2.50E-06,"$160,000.00","TELEVISION ADVERTISEMENTS RUNNING FROM OCTOBER 5, 2012 TO NOVEMBER 6, 2012.",,,,,,,,
2.50E-06,"$2,000,000.00",TELEVISION PRODUCTION AND MEDIA BUY - DIRTY HANDS,,,,,,,,
2.50E-06,$441.00,REIMBURSEMENT FOR NEWSPAPER AD IN BIG SANDY NEWS,,,,,,,,
2.50E-06,"$400,000.00",TELEVISION PRODUCTION AND MEDIA BUY - CAN'T GAMBLE,,,,,,,,
2.50E-06,"$20,000.00",RADIO AIRTIME-TOM PRICE,,,,,,,,
2.50E-06,"$550,000.00",TELEVISION PRODUCTION AND MEDIA BUY - CANT AFFORD,,,,,,,,
2.50E-06,"$100,000.00",TELEVISION PRODUCTION AND MEDIA BUY - CASH REGISTER,,,,,,,,
2.50E-06,"$311,000.00",TELEVISION PRODUCTION AND MEDIA BUY - CHARACTER,,,,,,,,
2.50E-06,"$185,000.00",TELEVISION PRODUCTION AND MEDIA BUY - CLOSED,,,,,,,,
2.50E-06,"$250,000.00",TELEVISION PRODUCTION AND MEDIA BUY - CRAZY,,,,,,,,
2.50E-06,"$9,950.00",TELEVISION AD - PRODUCTION & TRANSMITTAL TO STATIONS. AD AIRS 5/22 - 6/2.,,,,,,,,
2.50E-06,"$12,750.00",ROBOCALLS - NATIONALLY DISTRIBUTED,,,,,,,,
2.50E-06,"$520,260.00",TV AD - 'DIDN'T TAKE LONG',,,,,,,,
2.50E-06,"$200,000.00",TV ADS RUN 5/13+ SPECIAL GENERAL,,,,,,,,
2.50E-06,"$22,600.00",TV ADS TO BEGIN 10-23-12,,,,,,,,
2.50E-06,"$6,182.00",PRODUCTION COST - 30 TV 'EDUCATION-AFSCME',,,,,,,,
2.50E-06,"$20,015.46",PRODUCTION COST - 'WHAT'S THE DEAL',,,,,,,,
2.50E-06,"$18,700.00",PRODUCTION COST - 'WASHINGTON CHANGE US',,,,,,,,
2.50E-06,"$11,800.00",PRODUCTION COST - 'FAMILY',,,,,,,,
2.50E-06,"$12,536.50",PRODUCTION COST - 'FALL',,,,,,,,
2.50E-06,"$4,687.00",PRODUCTION COST 'NY-27' 'CHANCE',,,,,,,,
2.50E-06,"$18,150.00",PRODUCTION COST  - TV SPOT FOR MI - 'DIRT',,,,,,,,
2.50E-06,"$45,000.00",TV ADS TO BEGIN 10/16/12,,,,,,,,
2.50E-06,"$7,750,494.00",SALES TAX,,,,,,,,
2.50E-06,"$750,000.00",TV ADS TOTALLY UNACCEPTABLE DEADBEAT,,,,,,,,
2.50E-06,"$9,000.00",PRODUCTION COST  - TV AD 'INHERITED',,,,,,,,
2.50E-06,"$9,747.29",PRODUCTION COST  - 'CAUGHT',,,,,,,,
2.50E-06,"$750,000.00",TV ADS WARNING ERASED,,,,,,,,
2.50E-06,$300.00,PRODUCTION CONSULTING SERVICES,,,,,,,,
2.50E-06,"$100,000.00",PRODUCTION AND TIME FOR TV AD TO AIR 10/15/12,,,,,,,,
2.50E-06,"$170,201.00",TV ADS WHAT'S THE DEAL,,,,,,,,
2.50E-06,"$284,962.34",PRODUCTION AND TIME BUY FOR TV MEDIA,,,,,,,,
2.50E-06,"$1,331.40",SAMPLE BALLOT GRIP CARDS,,,,,,,,
2.50E-06,"$665,000.00",TV ADS SPECIAL GENERAL AIR 1/13+,,,,,,,,
2.50E-06,"$15,157.50","TELEPHONE BANK (11/2,11/3 AND 11/4)",,,,,,,,
2.50E-06,$446.45,"SALARY, TRAVEL AND FOOD FOR CANVASS",,,,,,,,
2.50E-06,"$35,843.00",TV ADS PRODUCTION & PLACEMENT: VALORES,,,,,,,,
2.50E-06,"$7,650.00",PRODUCTION COST OF AD,,,,,,,,
2.50E-06,"$712,197.63",TV ADS 4/30+ TIME AND PRODUCTION,,,,,,,,
2.50E-06,"$445,930.00",TV ADS AIR 5/20+ FOR PRIMARY RUNOFF,,,,,,,,
2.50E-06,"$307,308.41",TV ADS AIR 5/27+  FOR PRIMARY RUNOFF,,,,,,,,
2.50E-06,"$369,441.25",TV ADS AIR 6/2+,,,,,,,,
2.50E-06,$933.33,PRODUCTION COST FOR NEWSPAPER AD,,,,,,,,
2.50E-06,"$318,073.00",TV ADS AIRTIME - KENTUCKY,,,,,,,,
2.50E-06,"$11,263.11",PRODUCTION COST FOR ADVERTISEMENT,,,,,,,,
2.50E-06,"$166,059.06",TV ADS BEHIND CASA,,,,,,,,
2.50E-06,"$750,000.00",TV ADS BURNED DIGNITY,,,,,,,,
2.50E-06,"$10,000.00",TELEPHONE BANK VOTER CONTACT 10/4/2012-10/5/2012,,,,,,,,
2.50E-06,"$342,700.00",TV ADS PRODUCTION & PLACEMENT: SECURITY & DECISION,,,,,,,,
2.50E-06,"$23,560.20",PRODUCTION COST FOR ADS (1ST AD AIRED ON 07/23/12),,,,,,,,
2.50E-06,"$23,560.20",PRODUCTION COST FOR ADS,,,,,,,,
2.50E-06,"$28,700.00",PRODUCTION COST AND PAID MEDIA ADS,,,,,,,,
2.50E-06,"$113,000.00",PRODUCTION COST AND MEDIA BUY FOR CABLE TV AD,,,,,,,,
2.50E-06,"$7,581.92",PRODUCTION COST AGAINST US,,,,,,,,
2.50E-06,"$1,653.00",PRODUCTION COST - TV ADS SENIORS,,,,,,,,
2.50E-06,"$15,000.00",TELEPHONE BANK - VOTER DATA COLLECTION CALLS,,,,,,,,
2.50E-06,"$750,000.00",TV ADS WRONG FOR WISCONSIN WRONG AGAIN,,,,,,,,
2.50E-06,"$777,499.13","TV ADS, PRODUCTION & DISTRIBUTION 'DO AWAY WITH'",,,,,,,,
2.50E-06,"$300,000.00",TV ADS- COLORADO,,,,,,,,
2.50E-06,"$472,000.00",TV ADVERTISEMENT - BATTLE BORN,,,,,,,,
2.50E-06,"$13,065.24",PRODUCTION AND PRINTING LITERATURE (VETERAN),,,,,,,,
2.50E-06,"$7,800.00",TV ADVERTISEMENT IN NEW HAMPSHIRE,,,,,,,,
2.50E-06,"$12,231.00",TELEMARKETING SERVICES - CALLS ON 10/21/2010,,,,,,,,
2.50E-06,"$10,685.68",SCRATCH OFF CARD,,,,,,,,
2.50E-06,"$300,000.00","TV ADVERTISEMENT INVEST SUPPORTING DOUG OSE, 5/7 - 5/27.",,,,,,,,
2.50E-06,"$400,000.00","TV ADVERTISEMENT JUDGMENT AGAINST ALEX SINK, 2/6 - 3/11.",,,,,,,,
2.50E-06,"$55,711.58",PRODUCTION AND POSTAGE - POLITICAL MAIL,,,,,,,,
2.50E-06,"$5,000.00",SCRIPT DRAFTING AND PRODUCTION,,,,,,,,
2.50E-06,"$20,000.00",PRODUCTION AND POST PRODUCTION OF 'GUADALUPE' :30 COMMERCIAL,,,,,,,,
2.50E-06,"$300,000.00","TV ADVERTISEMENT JUST LIKE OPPOSING ANDREW ROMANOFF, 95 - 9/18.",,,,,,,,
2.50E-06,"$350,000.00","TV ADVERTISEMENT OPPOSING RUSS FEINGOLD, GIVE AND TAKE MAY 20 - JUNE 13.",,,,,,,,
2.50E-06,"$700,250.00",TV ADVERTISEMENT PLACEMENT.,,,,,,,,
2.50E-06,"$286,160.00",TV ADVERTISEMENT PLACEMENT: 'BEN SASSE FOR SENATE',,,,,,,,
2.50E-06,"$90,035.00",TV ADVERTISEMENT PLACEMENT: TRUST,,,,,,,,
2.50E-06,"$40,000.00",PRODUCTION AND PLACEMENT OF RADIO AND TV ADS,,,,,,,,
2.50E-06,"$177,000.00","TV ADVERTISEMENT POWER SPANISH OPPOSING MARK UDALL, 9/4 - 9/17.",,,,,,,,
2.50E-06,"$14,098.00",TV ADVERTISEMENT PRODUCTION: 'BEN SASSE FOR SENATE',,,,,,,,
2.50E-06,"$12,000.00",TV ADVERTISEMENT PRODUCTION: TRUST,,,,,,,,
2.50E-06,"$18,615.29",PRODUCTION AND PLACEMENT OF LEADERSHIP ONLINE AD (AMENDED FINAL TOTAL),,,,,,,,
2.50E-06,"$150,000.00","TV ADVERTISEMENT HUNGRY SUPPORTING BARBARA COMSTOCK, 9/24 - 10/1.",,,,,,,,
2.50E-06,"$150,000.00","TV ADVERTISEMENT HUNGRY OPPOSING JOHN FOUST, 9/24 - 10/1.",,,,,,,,
2.50E-06,"$48,266.13",TELEOHONE CALLS,,,,,,,,
2.50E-06,"$13,211.86","TV ADVERTISEMENT CHICKEN DANCE OPPOSING BRUCE BRALEY, 10/30 - 11/4.",,,,,,,,
2.50E-06,$69.98,TELEPHONE AND COMMUNICATIONS,,,,,,,,
2.50E-06,"$3,807.00",PRODUCTION AND SHIPPING OF TV AD TO BEGIN AIRING 11/1/14,,,,,,,,
2.50E-06,"$163,000.00",TV ADVERTISEMENT - CHOICE,,,,,,,,
2.50E-06,"$1,000.00",PRODUCTION AND SHIPPING COSTS OF CABLE AD,,,,,,,,
2.50E-06,"$4,260.00",PRODUCTION AND SHIPPING COSTS,,,,,,,,
2.50E-06,"$540,793.00","TV ADVERTISEMENT BROWN ENDORSEMENT SUPPORTING SCOTT BROWN, 10/20 - 11/4.",,,,,,,,
2.50E-06,"$750,000.00","TV ADVERTISEMENT CHICKEN DANCE OPPOSING BRUCE BRALEY, 10/22 - 11/4.",,,,,,,,
2.50E-06,"$6,739.66",PRODUCTION AND SHIPPING - RALLY SIGNS,,,,,,,,
2.50E-06,$999.82,PRODUCTION AND SHIPPING - BANNERS,,,,,,,,
2.50E-06,"$500,000.00","TV ADVERTISEMENT FIGHTER SUPPORTING MARK KIRK, 7/16 - 7/22.",,,,,,,,
2.50E-06,"$140,000.00","TV ADVERTISEMENT CONSISTENT SUPPORTING MIKE SIMPSON, 12/6 - 12/15.",,,,,,,,
2.50E-06,"$500,000.00","TV ADVERTISEMENT DELIVER SUPPORTING THAD COCHRAN, 6/13/14 - 6/24/14.",,,,,,,,
2.50E-06,"$2,853.50",PRODUCTION AND SENDING OF EMAILS AND TEXTS 10/31 - 11/8,,,,,,,,
2.50E-06,"$300,000.00","TV ADVERTISEMENT DELIVERED SUPPORTING JOHN MCCAIN, 7/21 - 7/30.",,,,,,,,
2.50E-06,"$2,035.00",PRODUCTION AND RECORDING JINGLE FOR RADIO AD,,,,,,,,
2.50E-06,"$270,778.00","TV ADVERTISEMENT ERNST ENDORSEMENT SUPPORTING JONI ERNST, 10/20 - 11/4.",,,,,,,,
2.50E-06,"$18,339.00","SCHWEIKERT MAILING (CREATIVE SVCS, PRODUCTION, MAILING)",,,,,,,,
2.50E-06,"$181,500.00","TV ADVERTISEMENT FIGHT HARD SUPPORTING MITCH MCCONNELL, 12/3 - 12/12.",,,,,,,,
2.50E-06,"$31,035.48",TELEPHONE BANKS 'OBAMACARE QUIZ',,,,,,,,
2.50E-06,$500.00,PRODUCTION COST ONLINE ADVERTISEMENT,,,,,,,,
2.50E-06,"$300,163.00",TV AD - 'FALL',,,,,,,,
2.50E-06,"$9,000.00","PRODUCTION EXPENSE - 'OYE, SHARRON'",,,,,,,,
2.50E-06,"$29,120.62",PRODUCTION DATA AND CREATIVE SERVICES,,,,,,,,
2.50E-06,"$4,144.47",PRODUCTION CSOT RADIO ADS,,,,,,,,
2.50E-06,"$1,457.46",TV AD SHIPPING COSTS,,,,,,,,
2.50E-06,"$7,710.00",PRODUCTION COSTS SENIORS,,,,,,,,
2.50E-06,"$4,000.00",PRODUCTION COSTS RADIO ADS FIRST REPORTED 5/6,,,,,,,,
2.50E-06,"$11,828.36",PRODUCTION COSTS OWES EVERYTHING,,,,,,,,
2.50E-06,"$582,750.00",TV AD SITTING HERE,,,,,,,,
2.50E-06,"$1,467.06",TELEPHONE CALLS - 04/21/2012,,,,,,,,
2.50E-06,"$1,196.94",TELEPHONE CALLS - 04/19/2012,,,,,,,,
2.50E-06,"$2,391.50",PRODUCTION COSTS OF TV BUY,,,,,,,,
2.50E-06,$800.00,TV AD SPOT,,,,,,,,
2.50E-06,"$12,500.00",PRODUCTION COSTS FOR WEB VIDEO,,,,,,,,
2.50E-06,"$8,732.00",TV AD SPOT PRODUCTION & E-SHIPPING,,,,,,,,
2.50E-06,"$6,199.77",PRODUCTION COSTS FOR NEWSPAPER & RADIO ADS,,,,,,,,
2.50E-06,"$2,756.05",TELEPHONE CALLS - 'NOVEMBER 2',,,,,,,,
2.50E-06,$890.00,PRODUCTION COSTS FOR ADVERTISING,,,,,,,,
2.50E-06,"$4,900.00",TELEPHONE CALLS (IN-KIND) - 04/19/2012,,,,,,,,
2.50E-06,"$500,000.00",TV AD WORLD; RADIO AD ROMNEY WORLD; INTERNET AD,,,,,,,,
2.50E-06,"$6,601.92",PRODUCTION COSTS FOR ADVERTISEMENT,,,,,,,,
2.50E-06,"$306,309.00",TV AD SENIORS,,,,,,,,
2.50E-06,"$7,000.00",PRODUCTION EXPENSE - 10/28/2010,,,,,,,,
2.50E-06,"$225,000.00",TV ADS 10/20+,,,,,,,,
2.50E-06,"$1,699.20",TELEPHONE CALLS - 07/25/2012,,,,,,,,
2.50E-06,"$18,325.00",PRODUCTION EXPENSES - TN 7/10/14 AD,,,,,,,,
2.50E-06,"$1,036.27",PRODUCTION EXPENSES - OH 9/20/12,,,,,,,,
2.50E-06,"$20,825.00",PRODUCTION EXPENSES - 7/29/14 AD,,,,,,,,
2.50E-06,"$4,500.00",PRODUCTION EXPENSES - 'WHAT NOW',,,,,,,,
2.50E-06,"$9,932.01",TV AD PRODUCTION: TRICK-MARSHALL,,,,,,,,
2.50E-06,"$4,678.68",TELEPHONE CALLS - 10/26/2010,,,,,,,,
2.50E-06,"$9,226.11",TV AD PRODUCTION: TRICK-MCDOWELL,,,,,,,,
2.50E-06,"$4,500.00",PRODUCTION EXPENSES - 'REAL PEOPLE',,,,,,,,
2.50E-06,"$18,456.95",PRODUCTION EXPENSES - 'EVERY FOUR MINUTES',,,,,,,,
2.50E-06,"$9,932.01",TV AD PRODUCTION: TRICK-SCHAUER,,,,,,,,
2.50E-06,"$11,297.93",TV AD PRODUCTION: TRICK-SPRATT,,,,,,,,
2.50E-06,"$4,500.00",PRODUCTION EXPENSES - 'BACKROOM DEAL',,,,,,,,
2.50E-06,"$1,062.50",PRODUCTION EXPENSES (ESTIMATED),,,,,,,,
2.50E-06,$283.63,TV AD PRODUCTIONCOSTS TRUMP OR CONSEQUENCE-OBAMACARE,,,,,,,,
2.50E-06,"$15,000.00",TELEPHONE CALLS - 08/12/2013,,,,,,,,
2.50E-06,"$50,000.00",TELEPHONE CALLS - 08/01/2013 TO 08/02/2013,,,,,,,,
2.50E-06,"$9,000.00",PRODUCTION EXPENSES  - 'PENNY',,,,,,,,
2.50E-06,"$2,000.00",TV AD RESEARCH,,,,,,,,
2.50E-06,"$200,000.00",TV AD RUNNING AGAIN,,,,,,,,
2.50E-06,"$25,831.57",PRODUCTION COSTS FOOLED,,,,,,,,
2.50E-06,"$36,774.71",TV AD- SHOCKING,,,,,,,,
2.50E-06,"$100,000.00",TV AD--,,,,,,,,
2.50E-06,"$11,078.53",PRODUCTION COSTS FELONY,,,,,,,,
2.50E-06,$296.90,PRODUCTION COSTS (CAUCUS),,,,,,,,
2.50E-06,"$18,657.47",PRODUCTION COSTS (ABANDONED),,,,,,,,
2.50E-06,"$8,146.17",PRODUCTION COSTS 'ROOSTER',,,,,,,,
2.50E-06,"$206,030.50",TV ADS 'WASHINGTON WAY',,,,,,,,
2.50E-06,"$1,900.00",SALARY AND MILEAGE,,,,,,,,
2.50E-06,"$10,744.00",TELEPHONE CALLS 'ALASKA VOTES',,,,,,,,
2.50E-06,"$408,362.25",TV ADS - A LOT TO SAY,,,,,,,,
2.50E-06,"$80,109.42",TV ADS - DONOR,,,,,,,,
2.50E-06,"$20,277.18",PRODUCTION COST- MAIL PIECE 6,,,,,,,,
2.50E-06,"$455,205.94",TV ADS - FUNDER,,,,,,,,
2.50E-06,"$2,648.46",TELEPHONE CALLLS,,,,,,,,
2.50E-06,"$25,000.00",TELEPHONE BANKS/LIVE OPERATOR CALLS,,,,,,,,
2.50E-06,"$3,973.93","SALARY, BENEFITS & CANVASS-RELATED EXPENSES",,,,,,,,
2.50E-06,"$20,277.18",PRODUCTION COST- MAIL PIECE 2,,,,,,,,
2.50E-06,$500.00,"PRODUCTION COST, BANNER AD",,,,,,,,
2.50E-06,$500.00,PRODUCTION COST RADIO AD,,,,,,,,
2.50E-06,"$301,136.91",TV ADS 10/13+,,,,,,,,
2.50E-06,"$31,035.48",TELEPHONE BANKS OBAMACARE QUIZ,,,,,,,,
2.50E-06,"$88,137.00",TV ADS 10/19+,,,,,,,,
2.50E-06,"$6,561.30",PRODUCTION COSTS (TORE),,,,,,,,
2.50E-06,"$11,500.00",PRODUCTION COSTS - 'DIDN'T TAKE LONG',,,,,,,,
2.50E-06,"$13,400.00",PRODUCTION COSTS - A LOT TO SAY,,,,,,,,
2.50E-06,"$302,197.50",TV ADS 'AGAINST US',,,,,,,,
2.50E-06,"$90,000.00",PRODUCTION COSTS AND BROADCAST AND ONLINE MEDIA BUY FOR COMMANDER IN CHIEF,,,,,,,,
2.50E-06,"$100,000.00",TV AD/PRODUCTION CABLE & DIGITAL,,,,,,,,
2.50E-06,"$308,250.00",TV AD: CHANGED,,,,,,,,
2.50E-06,"$77,986.08",TV ADDS RUN 3/24+,,,,,,,,
2.50E-06,"$250,000.00",TV ADDS RUN 5/13+,,,,,,,,
2.50E-06,$90.34,SALARY AND BENEFITS FOR PART-TIME STAFF TO HELP MANAGE INDEPENDENT EXPENDITURES,,,,,,,,
2.50E-06,"$182,525.55",TV ADS & PRODUCTION COST 'NY-19' 'HIT',,,,,,,,
2.50E-06,"$71,205.00",TV ADS '17 DAYS',,,,,,,,
2.50E-06,"$40,000.00",TELEPHONE CALLS 'LOUISIANA NOW',,,,,,,,
2.50E-06,"$5,000.00",PRODUCTION COSTS - CONFUSED,,,,,,,,
2.50E-06,"$741,165.69",TV ADS 'BETTER PEOPLE',,,,,,,,
2.50E-06,"$20,700.00",PRODUCTION COSTS - FUNDER,,,,,,,,
2.50E-06,$90.34,SALARY AND BENEFITS FOR PART-TIME STAFF TO HELP MANAGE INDEPENDENT EXPENDITURES.,,,,,,,,
2.50E-06,"$92,256.66",TV ADS 'PERFECT',,,,,,,,
2.50E-06,"$376,952.88",TV ADS 'PROCEDURE AP',,,,,,,,
2.50E-06,"$11,562.50",TELEPHONE CALLS 'EARLY VOTE FOR BEGICH',,,,,,,,
2.50E-06,"$238,493.80",TV ADS 'ROOSTER',,,,,,,,
2.50E-06,"$150,207.19",TV ADS 'THE FACTS',,,,,,,,
2.50E-06,"$543,373.00","TV ADVERTISEMENT RANDY OWEN TILLIS ENDORSEMENT SUPPORTING THOM TILLIS, 10/27 - 11/4.",,,,,,,,
2.50E-06,"$350,000.00","TV ADVERTISEMENT SENSIBLE SUPPORTING RICHARD TISEI, 10/23 - 10/29.",,,,,,,,
2.50E-06,"$400,000.00","TV ADVERTISEMENT STAMP AGAINST ALEX SINK, 2/28 - 3/10.",,,,,,,,
2.50E-06,"$324,997.00",TELEVISION ADVERTISING OF 'CARES ABOUT',,,,,,,,
2.50E-06,"$1,032,450.00",TV AND DIGITAL AD,,,,,,,,
2.50E-06,"$600,000.00","TV AND DIGITAL AD GREG ORMAN SUPPORTS OBAMA ADMINISTRATION OPPOSING GREG ORMAN, 10/15 - 10/24.",,,,,,,,
2.50E-06,$0.40,PRO-SUTTON MESSAGING/COMMUNICATION,,,,,,,,
2.50E-06,$0.40,PRO-SPACE MESSAGING/COMMUNICATION,,,,,,,,
2.50E-06,$0.40,PRO-SHULER MESSAGING/COMMUNICATION,,,,,,,,
2.50E-06,"$150,000.00","TV AND DIGITAL AD RANDY OWEN MITCH ENDORSEMENT SUPPORTING MITCH MCCONNELL, 10/24 - 11/4.",,,,,,,,
2.50E-06,$0.40,PRO-SESTAK MESSAGING/COMMUNICATION DEV,,,,,,,,
2.50E-06,"$15,192.89",SEARCH AD: OH,,,,,,,,
2.50E-06,$0.40,PRO-SEALS MESSAGING/COMMUNICATION,,,,,,,,
2.50E-06,$11.69,PRO-REID MESSAGING/COMMUNICATION MGMT,,,,,,,,
2.50E-06,"$2,400.00",TELEMARKETING - IND003,,,,,,,,
2.50E-06,"$400,000.00","TV AND DIGITAL ADVERTISEMENT BATTLE SUPPORTING JOE HECK, 7/15 - 7/28.",,,,,,,,
2.50E-06,"$433,336.66",SEARCH AD: PRESIDENTIAL,,,,,,,,
2.50E-06,$0.40,PRO-PERLMUTTER MESSAGING/COMMUNICATION,,,,,,,,
2.50E-06,"$8,530.29",SEARCH AD: VA,,,,,,,,
2.50E-06,$0.40,PRO-MURRAY MESSAGING/COMMUNICATION,,,,,,,,
2.50E-06,"$750,000.00","TV AND DIGITAL ADVERTISEMENT BETTER WAY OPPOSING KAY HAGAN, 9/4 - 9/17.",,,,,,,,
2.50E-06,"$750,000.00","TV AND DIGITAL ADVERTISEMENT BETTER WAY SUPPORTING THOM TILLIS, 9/4 - 9/17.",,,,,,,,
2.50E-06,$11.69,PRO-MURPHY MESSAGING/COMMUNICATION MGMT,,,,,,,,
2.50E-06,$0.40,PRO-TEAGUE MESSAGING/COMMUNICATION,,,,,,,,
2.50E-06,"$278,665.78",TV AND CABLE COMMERCIALS,,,,,,,,
2.50E-06,"$150,000.00","TV ADVERTISEMENT STANDING OPPOSING RICK NOLAN, 9/5 - 9/15.",,,,,,,,
2.50E-06,$715.79,SEARCH AD: NM,,,,,,,,
2.50E-06,"$181,092.75",TV ADVERTISING OF 'WRONG' - ESTIMATE,,,,,,,,
2.50E-06,"$25,427.49",TV ADVERTISING PLACEMENT,,,,,,,,
2.50E-06,"$1,350,000.00",TV ADVERTISING PRODUCTION AND TIME,,,,,,,,
2.50E-06,"$144,000.00","TV ADVERTISING, PLACEMENT COST (ALSO OPPOSES MAGGIE HASSAN)",,,,,,,,
2.50E-06,"$6,000.00","TV ADVERTISING, PRODUCTION COST (ALSO OPPOSES MAGGIE HASSAN)",,,,,,,,
2.50E-06,"$15,000.00","TELEMARKETING ACROSS ALL 50 STATES, REPORTING BASED ON SINGLE ENTRY REPORTING IN AO-2003-440",,,,,,,,
2.50E-06,"$47,000.00",PRODCUTION,,,,,,,,
2.50E-06,"$1,983.29",SEARCH AD: NE,,,,,,,,
