,Purpose Code,Categorization
7482,LIST RENTAL FOR POSTCARD MAILING,fundraising
218,DOORHANGER/LITERATURE,field
7094,IE-JOYCE-ONLINE ADS,digital
7880,PRINTING/POSTAGE/MAILING SERVICES,administrative
4002,"ESTIMATED COST:  SALARY, BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM 9/19-9/23",field
554,COPY WRITING - EMAIL & WEB,administrative
1551,PRINTING - 'HARRIS HD 144 EARLY VOTE LIT' ESTIMATE,administrative
968,SUPPLIES FOR FIELD OFFICE; 10/1 - 10/18 (ESTIMATE),field
4162,FOOD FOR VIDEO SHOOT,media
755,PER DIEM MILEAGE,misc
208,STRATEGIC CONSULTING,consulting
7090,PHONE SOLICITATIONS (FROM ADVANCE LINE 21),field
1065,TV ADDS RUN 3/24+,media
842,ADVERTISING-FACEBOOK BANNERS SEARCH,digital
7644,TELEVISON ADVERTISING,media
906,SURVEY RESEARCH TRAVEL SURVEY CALLS,polling
22,POSTAGE SHIPPING,administrative
92,ADVERTISINGPLACEMENT OF WEB ADS NEW IDEAS  TICK TOCK,digital
7245,TELEVISION ADVERTISING OF 'MINIMUM WAGE',media
6197,EST. OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM AUGUST 1 - 14TH.,fundraising
66,DATABASE MANAGEMENT SERVICES,digital
4538,PRODUCTION EXPENSES FOR VIDEO,media
7549,POSTAGE FOR MAILERS ('HEALTHCARE'),media
5192,SOCIAL MEDIA PLACEMENT -- NEW HAMPSHIRE; ALSO OPPOSES BARACK OBAMA,digital
2026,MAILING SERVICES FOR BROCHURE MAILOUTS,administrative
471,CATERING EXPENSE,administrative
599,MEDIA PRODUCTION CREATIVE AND PLACEMENT,media
2390,RADIO AD PRODUCTION - ESTIMATED COST,media
1143,WEBSITE DOMAIN NAME,digital
2186,ESTIMATED ONLINE AD BUY,digital
3421,LIST RENTAL/CREATIVE FEES,media
5089,MESSAGE PHONE CALLS/TRAVEL,travel
3072,CANVASS EXPENSES,field
5889,COPYWIRTING & ART,legal
205,TELEVISION BUY AND PRODUCTION COST - DOME,media
1441,LEAFLET- COUNTRY DIVIDED (ESTIMATE),media
625,REIMBURSEMENT PER DETAIL,legal
25,MEDIA PRODUCTION - TV,media
7112,PAC - AD PRODUCTION 10/4-10/12/12,media
5843,MEDIA PRODUCTION: ALSO OPPOSE HILLARY CLINTON,media
3480,E-MAIL COPYWRITING,digital
736,LEGAL PUBLIC RELATIONS AND ACCOUNTING SERVICES,legal
7759,WEB AD CREATION & PRODUCTION (FIRE BEGICH),digital
2666,IE-JOHNSON-EMAIL LIST RENTAL,digital
537,SNACKS FOR EVENT,field
4428,IE-HASNER-EMAIL LISTS,digital
950,PREDICTIVE DIALER,digital
3184,12/8 TO 12/9 ONLINE ADVERTISING,digital
5475,IE-FLAKE-POLLING,polling
1528,STAFF TIME FOR PHONE BANKING; 10/16 - 10/31 (ESTIMATE),polling
2,SALARY,administrative
4923,IE-COFFMAN-WALKING MAPS,field
3080,IE-PAUL-WEB ADS,digital
128,CONTRACT MANAGER FOR GOTV PROGRAM (ESTIMATE),field
497,MEDIA PLACEMENTALSO OPPOSE KASICH RUBIO AND CHRISTIE,media
519,REIMBURSEMENT FOR POSTAGE FOR MAILING CAMPAIGN MATERIALS TO VOTERS,field
3294,MEDIA BUY - RADIO,media
1693,VOTER CONTACT MAIL (ALSO OPPOSES J RANDY FORBES),field
1550,DELIVERY SERVICES,administrative
6258,CONSULTANT - DISTRIBUTION - VOTE FOR CATHERINE CORTEZ MASTO (ESTIMATED),consulting
593,CAMPAIGN STRATEGY,consulting
265,TV PLACEMENT (BRUCE'S STORY),media
692,AGENCY FEE - CONSULTING - DIRECT MAIL,consulting
2174,MEDIA BUY FOR SPANISH LANGUAGE AD,media
5389,DIRECT MAIL CREATIVE FEE ESTIMATE OF NATIONWIDE DM OPPOSING HILLARY CLINTON. DMS SENT ON 2/12/16.,fundraising
3006,"MEDIA SCHEDULE, TV",media
2813,MAIL 'NY-18' 'HAYWORTH 1',media
3410,PAYROLL ESTIMATE FOR CANVASSERS 10/27-11/8 NC,field
3064,SALARIES AND BENEFITS $4.69 EA FOR 15 CANDIDATES,administrative
82,DIGITAL MEDIA ADVERTISING,digital
857,IE-KATKO-ONLINE ADS-ESTIMATED,digital
6737,IE-CASEY-ONLINE ADS,digital
5518,"ESTIMATED COST:  SALARY, BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM 10/3-10/7",field
1789,ONLINE ADVERTISING - 01/12/2012,digital
1946,RADIO AD BUYS,media
4695,STAFFING AND SERVICES FOR FORTY CANVASSERS,field
7306,NEDIA PURCHASE,media
507,RADIO AD,media
968,DATA ANALYSIS SERVICES,polling
1860,CABLE ADVERTISING (PLACEMENT),media
8,SOFTWARE,digital
2544,TAX AND SPEND PLACEMENT\TTV PRODUCTION,media
4765,IE-HATCH-EST. STAFF & ADMIN.,administrative
4531,ESTIMATE OF JULY MONTHLY ONLINE ADVERTISING FEES,digital
869,DIESEL FUEL FOR BUS,travel
4193,RADIO AD KNOCK OUT,media
248,TV AND CABLE BUY IN PHILADELPHIA,media
3916,POSTAGE ESTIMATE OF NATIONWIDE DM OPPOSING HILLARY CLINTON. DMS SENT ON 2/22/16.,fundraising
1022,ESTIMATE: ONLINE ADS,digital
5539,SHIPPING AND PRODUCTION - CAMPAIGN T-SHIRTS,field
3674,TV MEDIA PRODUCTION:  ROBBED,media
710,LEGAL SETTLEMENT,legal
938,IN KIND IN KIND TRAVEL,travel
4334,ESTIMATED COST FOR CANVASSING LITERATURE DESIGN,field
7848,FOOD FOR CANVASS AND PHONE BANKERS,field
6820,TELEVISION BUY AND PRODUCTION,media
6229,OUTBOUND PHONE CALLS TO VOTERS,field
371,STRATEGIC POLITICAL CONSULTING,consulting
689,GOTV AND JUNETEENTH EVENTS,misc
2814,TV AD PRODUCTION ('FLOOD OF LIES'),media
4011,BILLINGS RENT,travel
1571,PRINTING POSTAGE FOR MAIL,administrative
4384,MAIL PRODUCTION PRINTING POSTAGE (DEFEAT NUNN 1),fundraising
5478,ADDITIONAL ONLINE AD BUY,digital
696,REIMBURSEMENT FOR PHONES FOR GOTV PHONE BANK,field
4612,MAIL BUNDLING APPEAL - STAFF TIME,administrative
681,TRUCK WRAP PRODUCTION AND PLACEMENT (OBAMA'S POLICIES),media
3424,VOTER CONTACT LISTS,field
3166,SHIPPING AND SALES TAX - STICKERS AND BUTTONS,field
712,AUDIO VISUAL SERVICES AMEX SB232587063,misc
3,DIGITAL CONSULTING ONLINE ADVERTISING,digital
1499,ROBOCALLS (ESTIMATE),field
5704,"RADIO BUY, AD PRODUCTION",media
385,PUSHCARDS (NON-CONTRIBUTION ACCOUNT),field
4595,"SHIPPING OF BUTTONS, BUMPER STICKERS, YARD SIGNS",field
686,WEBSITE INFRASTRUCTURE COSTS - DISSEMINATION DATE 7/12/12,digital
5237,MEDIA BUY: FL,media
1610,CONSULTING FOR FIELD PROGRAM; 10/1 - 10/18 (ESTIMATE),consulting
477,MAILERS ('MCGINTY SUPREME COURT MAILER 2'),media
1633,"ESTIMATED COST:  SALARY, BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM 9/26-9/30",field
5978,IE-MCCONNELL-ESTIMATED STAFF & OVERHEAD,administrative
3082,SUPPLIES AND FOOD FOR CANVASS IN PA,field
695,PROFESSIONAL ACCOUNTING SERVICES,legal
5394,VOTER OUTREACH - ESTIMATE,field
4588,IE-MANDEL-SIGNAGE,field
2753,VIDEO FOOTAGE-ESTIMATED COSTS,media
7791,ADVERTISING FOR A PHONE BANKING EVENT,media
7451,"CREATIVE, PRODUCTION, MEDIA BUY",media
4015,"STAFF TIME AND EXPENSES FOR PHONEBANKING; 10/6 - 10/22 (ESTIMATE) DOES NOT REACH $10,000 UNTIL 10/17",polling
5010,DIRECT MAIL -- WISCONSIN; ALSO OPPOSES BARACK OBAMA,fundraising
1100,SUPPLIES; 10/16 - 10/31 (ESTIMATE),administrative
3305,WEBSITE DESIGN COSTS,digital
179,PAC GOTV EQUIPMENT,fundraising
3129,AIRTIME - HOLT TV AD,media
3639,VIDEO PRODUCTION-NATIONALLY DISSEMINATED,media
825,PARKING,travel
730,ADMINISTRATIVE EXPENSES LEGAL AND ACCOUNTING SERVICES,legal
517,FUNDRAISING TELEMARKETING AND MAILING,fundraising
1632,INDEPENDANT CONTRACTOR ASSISTANCE,consulting
2235,PRINTING OF MAILERS,media
1674,STAFF TIME; 9/1 - 9/30,administrative
1028,SUPPLIES AND SNACKS FOR PHONE BANK AND CANVASS,field
7861,DIRECT MAIL - 9/10 - NY,fundraising
673,LIGHTING,misc
5145,PRINTING AND MAILING ON 9/28,administrative
3637,MEDIA PRODUCTION - ALSO OPPOSE TRUMP,media
851,VOTER FILE MODELING,legal
765,PAC PROFESSIONAL LEGAL SERVICES,legal
7674,PAYROLL ESTIMATE FOR FL CANVASSERS 10/1-10/26,field
7485,YARD SIGNS FOR OBAMA,field
7609,RESERVATION,administrative
3452,RADIO AD PLACEMENT (ESTIMATE),media
5498,ESTIMATE: LIVE ID CALLS,field
7888,AD SUPPORTING BARACK OBAMA FOR PRESIDENT,media
721,ACCOUNTING AND LEGAL SERVICES,legal
3767,ADVERTISING-PLACEMENT OF WEB ADS (SO MANY THINGS & REPLACE),digital
845,GAS CARDS,travel
489,CAMPAIGN STORE MERCH EXPENSE FULFILLMEN,media
65,WEB SITE HOSTING,digital
135,PRINTING AND MAILSHOP FEES,administrative
5004,PRODUCTION EXPENSES - OH 9/20/12,media
7146,9/26-9/27 RADIO ADVERTISEMENT,media
7676,MAILING.,administrative
6935,MILEAGE AND TRAVEL REIMBURSEMENT FOR CANVASS,field
1676,RADIO ADS; 11/1 -11/8,media
818,08/01/2012 DIRECT MAIL,fundraising
3695,VAN RENTAL FOR CANVASSING,field
221,NEWSPAPER AD - TN,media
3267,MEDIA BUY PRODUCTION CONSULT SHIPPING,consulting
4809,COFFEE,administrative
3891,IE-RADIO-BARR,media
402,FUNDRAISING PHONE CALLS,fundraising
6764,TV AND CABLE BUY IN ROANOKE (DUTY),media
859,AUDIO/VIDEO PRODUCTION,field
5659,CASEY SIGNS,field
6910,ART CHARGE: MAZIE YARD SIGNS,field
5095,TV/MEDIA PLACEMENT,media
1539,ESTIMATED COST FOR CANVASSING SERVICES FOR 10/3-10/9,field
569,VOTER CONTACT OVER SEVERAL WEEKS,digital
7202,IE-BUCK-MEDIA PRODUCTION;/TV BUY,media
4970,TV AD - THREATEN,media
4805,NOVEMBER MONTHLY FACEBOOK ADVERTISING,digital
309,CONSULTING COMMUNICATION,consulting
937,REIMBURSE MILEAGE,travel
1602,ON-LINE ADS.,digital
670,TV ADVERTISING AND PRODUCTION,media
4419,IE-MANDEL-ROBO CALLS,field
27,MEDIA BUY DIGITAL,digital
187,REIMBURSE STAFF RELATED COSTS,administrative
3497,"PRINTING, POSTAGE, MAILSHOP FEES",administrative
2130,IE-HAGAN-MEDIA PRODUCTION,media
814,MEDIA TRAVEL,media
741,OTHER REDISTRICTING LEGAL FEES,legal
2810,PREPAID ON 10/08 (ORIGINALLY IN SUPPORT OF ALLEN WEST).,administrative
825,GOOGLE ONLINE ADS ON ROMNEY COURT,digital
7260,OFFICE SUPPLIES FOR CONFERENCE,administrative
705,ONLINE ADVERTISING - 01/15/2012,digital
718,LEGAL SERVICES RECOUNT,legal
2774,IE-MILLER-RADIO,media
2815,TELEVISION ADVERTISING OF 'OLD FASHIONED HARD WORK',media
1451,TELEMARKETING MARKETING,fundraising
2933,DIRECT MAIL - 10/29 NY,fundraising
7038,RADIO ADVERTISING 10/29-31,media
1106,MEDIA PRESS RELEASE,media
518,TELEMARKETING AND DATA,fundraising
7092,DIRECT MAIL FOR 'ALL THIS' - ESTIMATE,fundraising
728,IE-MILLER-EMAIL LIST,field
882,POLLING ANALYSIS,polling
3309,IE-LEE-EMAIL LISTS,digital
399,CONSULTING CAMPAIGN MANAGEMENT,consulting
227,TELEPHONE CALLS TO VOTERS,field
2109,ADVERTISEMENT PHOTOGRAPHY,media
3005,MEDIA & WEB DESIGN COSTS - CANDIDATE SPECIFIC,digital
5241,DIGITAL ADVERTISEMENT PRODUCTION - 'BLOOD MONEY',digital
1017,TELEVISION ADVERTISING & PRODUCTION OF 'BICKERING',media
434,FUNDRAISING EXPENSE,fundraising
7333,BUS TOUR - VIDEOGRAPHER,media
860,BILLBAORD,media
7611,STAFF TIME FOR MAILER REVIEW,media
581,VOLUNTEERS/CANVASS - STIPENDS,field
1748,RICHARD MOURDOCK PAST CREATIVE MAIL PIECE,media
6022,TV AD PRODUCTION COSTS LAUGHABLE,media
6936,ONLINE ADVERTISMENTS,digital
7448,DELIVERY OF TELEVISION SPOT,media
863,REIMB LEB,travel
3370,BROADCAST MEDIA PLACEMENT,media
1576,IE-ROSSI-EMAIL LISTS,digital
6169,NEWSPAPER AD - SD,media
606,EVENTS,misc
1026,TELEVISION PRODUCTION; ALSO SUPPORTS NEWT GINGRICH,media
7577,MAIL PRODUCTION PRINTING POSTAGE (SPENDING),administrative
4174,WEB AD PLACEMENT (FIRE PRYOR),digital
4356,ADDITION TO TV BUY,media
1262,ESTIMATED SEPTEMBER OUTBOUND VOTER CONTACT CALLS,field
3087,10/7/14 EMAIL COMMUNICATION,digital
2716,IE-MACK-SIGNAGE SHIPPING,field
365,DATABASE SUBSCRIPTION,digital
4993,DESIGN OF MAILERS (COST OF LIVING),media
26,VENUE RENTAL AND CATERING,administrative
4082,ESTIMATED PHONE BANKING,polling
564,CASTING FOR TV/RADIO ADS,media
1375,"HOTEL, AIR FARE AND CAR RENTAL FOR CANVASS",field
6783,MAILER ('MASTO HEALTHCARE MAILER 2'),media
6781,TV - ADVERTISING/PRODUCTION,media
137,SOCIAL MEDIA ADVERTISEMENT,digital
472,PAC TELEMARKETING,fundraising
6925,IE-KATKO-ONLINE ADS,digital
88,ONLINE MEDIA,digital
703,PROFESSIONAL LEGAL SERVICES COMPLIANCE,legal
4316,MAIL DESIGN (DEFEAT RAHALL 1),media
558,POSTAGE - MAIL PIECE 2,administrative
5248,FLORIDA FIRST STAFF TIME,administrative
6974,POSTAGE FOR MAILER ('ROSS KEEPING NC DOWN'),media
5547,PRINTING - STICKERS,field
306,LIST RENTAL MAINTENANCE,administrative
6371,EMAIL & STAFF FUNDRAISING APPEAL,fundraising
3301,STAFF TIME MILEAGE,administrative
2101,PREPAYMENT FOR EMAIL LISTS,field
5409,"PHONE BILL-PHONE BANK, ESTIMATE",field
5041,TELEVISION ADVERTISEMENT AND PRODUCTION,media
3586,ONLINE ADVERTISING - 1/5/2012,digital
257,POLITICAL CONTRIBUTION,field
5149,IE-MACK-POLLING,polling
807,POLLING SERVICES,polling
494,TELEMARKETING FEES,fundraising
704,COMMUNITY EVENTS,misc
6231,NEWSPAPER ADS - THE CHOICE IS CLEAR - NON-CONTRIBUTION ACCOUNT,media
7900,RADIO ADVERTISING KMLE KTAR KFYI,media
4535,MAILER - AFSCME-M6,media
226,IE-DIRECT MAIL-OPPOSE WARD,fundraising
628,ACCOUNTING PERSONNEL COSTS,legal
1642,ESTIMATED TV AND DIGITIAL  PRODUCTION COSTS,digital
513,TELEMARKETING GENERIC,fundraising
2489,SPANISH TV AD,media
2460,"CREATIVE, PRODUCTION, AND MEDIA BUY",media
775,OFFICE LEGAL FEES,legal
24,ADVERTISING TELEVISION INTERNET,digital
175,PRINTING ESTIMATE OF NATIONWIDE DM OPPOSING HILLARY CLINTON. DMS SENT ON 1/8/16.,administrative
323,FLIERS,field
6319,MEDIA PRODUCTION EXPENSES,media
5122,IE-WARD-MEDIA PRODUCTION,media
589,TVDIGITAL ADVERTISING,media
3772,"TV ADVERTISEMENT THE KING SUPPORTING THOM TILLIS, 9/30 - 10/13.",media
1596,ESTIMATE:TELEMARKETING - ADMIN FEE,fundraising
5352,BLAST EMAILS,digital
407,DIRECT MAIL SERVICES,fundraising
1338,MOBILE ADS,digital
877,ONLINE ADVERTISING - 11/2/2012,digital
951,PHONE VOTER CONTACT,field
6534,IE-SHANNON-EMAIL/SOCIAL MEDIA/PRINTING,digital
6635,IE-HATCH-STRATEGIC CONSULTING,consulting
615,AUDIO VISUAL SERVICES AMEX SB234102,media
203,COMPLIANCE CONSULTING,consulting
6005,WEBSITE; 10/31 - 11/4 (ESTIMATE),digital
1373,DATA ENTRY,administrative
549,CONTINUATION OF TV AD - MEDIA BUY. AD AIRS 5/10 - 5/13.,media
5155,IE-HASNER-SHIPPING,administrative
966,CANVASS FIELD MANAGEMENT,field
816,TRAVEL GROUND TRANSPORTATION,travel
6343,BILLBOARDS TO SUPPORT EVAN MCMULLIN PRESIDENCY,media
336,MAILERS (BAYH SUPREME COURT MAILER 2),media
507,MEDIA PRODUCTION FOR NATIONAL CABLE MEDIA BUY,media
7437,IE-BROWN-VIDEO PRODUCTION,media
6615,JAN GIVEGREEN APPEAL - MAILSHOP,administrative
5752,TV ADS 'AGAINST US',media
715,PER DIEM PETITION CARRIER,misc
2972,PRO-KOSMAS MESSAGING/COMMUNICATION,field
6745,IE-RADIO-CRAMER,media
2705,IE-MCCONNELL-MEDIA BUY,media
5138,"FEDERAL BILLBOARD AD DEVELOPMENT, PRODUCTION AND AD",media
4136,IE-TELEMARKETING,fundraising
4618,BUS,travel
5750,REIMBURSED CREDIT CARD - SEE MEMOS,administrative
7508,INTERNET ADS STARTING 10/13,digital
457,IN KIND CONTRIBUTION,fundraising
57,EVENT SITE RENTAL,administrative
6538,DIRECT MAIL; ALSO OPPOSES DONNELLY,fundraising
7014,DIGITAL ADVERTISING: PLACEMENT COST (ALSO OPPOSES JOHN DELANEY),digital
5311,NEWSPAPER AD DESIGN,media
3964,MEDIA BUY-CANDIDATE SPECIFIC,media
6448,GRAPHIC DESIGN - VOTE FOR CAROL SHEA-PORTER (ESTIMATED),digital
550,MEDIA PLACEMENT  ALSO OPPOSES KASICH AND RUBIO,media
7441,TELEVISION ADVERTISING FOR 10/13/13 NEW JERSEY AD,media
5794,PRO-CONNOLLY MESSAGING/COMMUNICATION DEV,media
1812,DIGITAL CAMPAIGN FOR RICK WEILAND,digital
610,ACCOUNTING COMPLIANCE SERVICES,legal
1054,ADVERTISING - MEDIA PLACEMENT (PAID 10/6/2014) (ESTIMATE),media
5948,IE-LUGAR-BUMPER STICKERS/SHIPPING,field
7826,STAFF EXPENSES (EXCEEDED $1K ON 11/07/2016),administrative
275,CONSULTING COMMUNICATIONS,consulting
7204,DIGITAL ADVERTISEMENT PRODUCTION - 'QUIET',digital
5796,PRODUCTION AND TIME BUY FOR TV MEDIA,media
5564,TELEVISION AND RADIO ADVERTISEMENT,media
4828,RECORDED PHONE CALL,field
1062,IOWA STARTING LINE ONLINE ADVERTISING,digital
196,RADIO/MEDIA PRODUCTION,media
7756,IE-MILLER-DOOR HANGERS,field
7534,ADVERTISEMENT PRODUCTDION,media
7241,CATHERINE AGAINST NEVADA STAFF EXPENSES (EXCEEDED $10K ON 10/17/2016),administrative
2912,PRINTED MAIL ITEMS,administrative
301,FUND RAISING CONSULTING,consulting
204,FINANCE CONSULTING,consulting
2330,MAIL PRODUCTION PRINTING POSTAGE (OBAMA'S POLICIES 1),fundraising
520,DIRECT VOTER CONTACT,polling
6654,CONSULTANTS - DIRECT MAILING,consulting
6400,LICENSE FEE FOR MUSIC-ESTIMATED COSTS,legal
3383,ESTIMATE OF JULY MONTHLY PHONE OUTREACH FEES,field
2254,FOOD FOR CANVASS,field
2181,NEWSPAPER AD -   AZ,media
3963,MEDIA BUY FOR ADS RUNNING 9/14 - 9/16,media
498,MEDIA BUY PRODUCTION,media
1917,PLANNING PRODUCTION & RADIO BUY,media
4522,SIGN MATERIALS,media
1265,DOORHANGERS - DISTRIBUTED BY CANVASS STARTING 10/22/2012,field
4489,IE-MANDEL-SIGNAGE/BUMPER STICKERS/DOOR HANGERS,field
5199,MAILER - STAFF TIME ADMIN,administrative
4576,IE-MOURDOCK-VOTER CALLS,polling
22,DATABASE SERVICES,digital
185,VENUE RENTAL CATERING,administrative
809,TRAVEL AIRFARE,travel
891,ALLOFUS 2016 VIDEO PRODUCTION,media
3748,DESIGN/PRODUCTION OF POSTCARDS; LIST ACQUISTION,fundraising
172,CREDIT CARD CHARGES,administrative
7365,MAIL PIECE (NY),media
3334,IPADS FOR CANVASSING (ALSO OPPOSES J.D. WINTEREGG AND ERIC GURR),field
118,PRINTING MAILING COSTS,administrative
1475,ESTIMATED RADIO ADVERTISING PRODUCTION COSTS,media
130,INTERNET WEB AD  WHAT AMERICA WILL YOU LEAVE ME,digital
6595,PRINTING/MAILHOUSE MAIL #2,administrative
5739,PAC RADIO ADVERTISING,media
70,CAMPAIGN SOFTWARE,digital
522,LIST MANAGEMENT SVC,fundraising
881,CATERING FACILITY RENTAL TRAVEL,travel
7298,VIDEO PRODUCTION - 9/20/12,media
912,BANKING FEE,legal
2703,IN-KIND: LIST ACQUISITION,fundraising
282,ADVERTISING COMMUNICATIONS CONSULTING,consulting
42,CONSULTANT DIGITAL,consulting
1942,IE-CHANDLER-ONLINE ADS,digital
4989,"DESIGN, PRINTING, AND MAILING OF LITERATURE",field
7379,VOICEOVER FOR VIDEO (PAY MORE PATRICK),media
864,CASTING SERVICES FOR KIDS ONLINE AD,digital
2559,STAFF TIME ON WEB CONTENT,digital
464,MAIL PIECE 'AME1208_CLEAN WATER NEGATIVE',media
4368,TELEVSION ADS,media
7920,DISTRIBUTION COSTS,administrative
2891,MAIL DESIGN (BEGICH ENERGY),media
26,MAILERS (KANDER SUPREME COURT),media
6527,TV AD PLACEMENT: WORK HARD,media
1033,GOTV DIRECT MAIL,fundraising
7468,BLAST EMAILS 3/18 TO 3/19,digital
4930,ESTIMATED COST FOR CANVASSING SERVICES FOR 8/8-8/14,field
310,CANVASSING PROGRAM,field
7456,VOLUNTEER RECRUITMENT PHONE BANKS,field
706,COMPLIANCE ACCOUNTING SERVICES EXPEN,legal
6966,"RADIO ADVERTISEMENT FOR DEBATE PARTY - DID NOT CROSS $10,000 THRESHOLD",media
2877,IE-BEVIN-BANNERS,media
5068,INTERNET WEB MEMES,digital
6778,TELEVISION PRODUCTION,media
6363,"ESTIMATED COST:  SALARY, BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM 10/18-10/22",field
2041,IE-FISCHER-MAIL PROCESSING,administrative
2715,"TV AND DIGITAL ADVERTISEMENT INDEPENDENT SUPPORTING JOHN BARROW, 10/30 - 11/4.",digital
2529,IE-CASEY-RESEARCH/WRITING,polling
2351,ESTIMATE: TV AD PRODUCTION & BUY,media
3789,WATER FOR CREW,field
1627,STAFF TIME FOR PHONE BANKING; 8/4 - 9/30.,polling
553,DIRECT MAIL AND POSTAGE,fundraising
511,PAC EVENT CATERING,administrative
6392,BEVERAGE KOOZIES,administrative
553,RADIO ADVERTISEMENT,media
1126,LIGHTING FOR ONLINE VIDEO PRODUCTION,digital
6589,MAILER THANKING SEN. RICHARD BURR FOR SUPPORTING HOSPITALS,media
5645,MOBILE ADS (ALSO OPPOSES GREG ORMAN),digital
6215,TV AD PRODUCTION & PLACEMENT: FOUR YEARS,media
2053,10/2 RADIO ADVERTISING,media
1691,INTERNET ADVERTISING - PRODUCTION FEES,digital
1741,ONLINE ADVERTISING-ALSO OPPOSE BUSH AND CLINTON,digital
7642,ADS IN GRAND RAPIDS BUSINESS JOURNAL,media
7596,TRAVEL VENUE & EQUIPMENT RENTAL FOR HELLO ROMNEY,field
5694,NY 09 EMAIL DISTRIBUTION ON 9/12/2011,digital
149,TV DIGITAL AD BUY,digital
1637,DIGITAL ADVERTISING-FACEBOOK VIDEO ADS,digital
1281,TV AD PRODUCTION - MAKE UP. AD SUPPORTS CHRIS MCDANIEL AND AIRS MAY 29TH TO JUNE 3RD.,media
3230,WEB AD PLACEMENT (EARLY VOTING ALASKA),digital
87,RADIO MEDIA PRODUCTION,media
813,WHITE HOUSE AIRLIFT AIRFARE,travel
2578,MAIL COSTS POSTAGE,administrative
2171,POSTAGE FOR MAILER ('BAYH BANK BAILOUT MAILER 1'),media
1310,"ESTIMATE: ADDITIONAL STAFF TRAVEL COSTS, 11/2-11/4",travel
1518,WEB AD CREATION & PRODUCTION (FIRE LANDRIEU),digital
4065,POSTAGE - 12TH CD FLIER,media
641,PROFESSIONAL SERVICES LEGAL,legal
4804,CREDIT CARD PAID FOR GOOGLE AD WORDS,digital
185,FUNDRAISING WEB SERVICE,fundraising
6990,IE-NEUMANN-EMAIL LIST RENTAL,digital
1657,WEB AD PLACEMENT (FIRE SHAHEEN),digital
716,LEGAL AND ADMINISTRATIVE EXPENSES,legal
6701,TELEPHONE BANKS 'OBAMACARE QUIZ',field
979,CLOSED NETWORK TV ADS,media
2778,IE MAIL PIECE #4 (PA),media
4072,RADIO/MEDIA PLACE-AGG UPDATED GOING FWD,media
7196,IE-DONNELLY-ONLINE ADS,digital
5976,CAMPAIGN BUTTONS,field
829,ACTUAL COST FOR PRINTING - DOORHANGERS,field
5209,PRINTING - CONNOLLY THE SPENDIFICENT,administrative
5032,IE-RADIO-MOONEY,media
4591,IE-RADIO-SCHILLING,media
455,MEDIA PLACEMENT NOT DISSEMINATED,media
2763,ESTIMATED COST:  TV ADVERTISING PRODUCTION,media
6176,TELEPHONE CALLLS,administrative
428,MEDIA EXPENSE,media
3837,"TV AND DIGITAL ADVERTISEMENT DEFEAT AIMEE BELGARD OPPOSING AIMEE BELGARD, 10/15 - 10/26.",digital
5167,"POSTAGE FOR MAILER; DOES NOT REACH $10,000 UNTIL 10/11",media
3704,ESTIMATED COST: TELEVISION ADVERTISING PRODUCTION,media
3810,TELEPHONE CALLS - 07/25/2012,polling
374,NON FEDERAL LEGISLATIVE CONSULTING,consulting
753,WEB AD PLACEMENT (FIRE RAHALL),digital
915,SURVEY SERVICES,polling
4030,IE-MCCAIN-MEDIA BUY,media
6000,FLORIDA FIRST STAFF EXPENSES (EXCEEDED $10K ON 10/1/2016),administrative
4090,IE-ANGLE-DOOR HANGERS,field
1009,IN KIND PHONE BANKING EQUIPMENT,fundraising
7588,INDEPENDENT EXPENDITURE - BOOTH RENTAL,field
3382,MEDIA PLACEMENT-ALSO OPPOSE TRUMP RUBIO & KASICH,media
970,TRAVEL EVENT CATERING EXPENSES,travel
7197,INTERNET AD PRODUCTION COSTS (FROM ADVANCE LINE 21),digital
2204,"TV AND DIGITAL ADVERTISEMENT PAID OPPOSING JOE GARCIA, 10/30 - 11/3.",digital
476,IE-ANGLE-MEDIA PRODUCTION,media
7867,CA 10-MAILER PRODUCTION,media
4230,PAC ROBO CALLS,field
7345,IE-HATCH-FOOD/BEVERAGE,administrative
6711,BUS ADVERTISING,media
4973,IE-ADVERTISING-LANDRIEU,media
6087,STAFF TRAVEL COSTS,travel
5150,IE-MACK-RENT,field
60,NEWSPAPER ADVERTISING BUY,media
3617,IE-STEFANIK-DIRECT MAIL,fundraising
1595,PRINT 11TH CD POSTCARD,administrative
1566,TV PRODUCTION - 'LOOPHOLE',media
7989,STAFF TIME & EXPENSES; 10/20 - 11/8 (ESTIMATE),administrative
2125,PHOTOGRAPHY,media
785,EVENT AUDIO SERVICES,media
1195,SEPTEMBER CANVASSERS ESTIMATED,field
3973,PRINT ADVERTISING PRODUCTION - 'SURVIVORS AGAINST TRUMP',media
115,SOFTWARE SUPPORT,digital
7954,"OFFICE SUPPLIES MARKERS, POSTERBOARD",administrative
2098,IE MAIL PIECE #1 (MO),media
812,WEB ADS (RUN DATES 9/04 - 9/09/2014),digital
216,FUNDRAISING CONSULTING FEE,consulting
3606,SOCIAL MEDIA PLACEMENT; ALSO OPPOSES BERKLEY,digital
4147,BLOG POSTINGS,digital
